m,b
4.84852165,30.00000000
8.71051706,34.99583333
12.34032949,40.00416667
16.24736067,45.00833333
20.07785009,50.00000000
24.09021899,55.00416667
28.01903737,60.00416667
32.03540064,65.00416667
36.29759471,70.00000000
40.53989283,75.00833333
44.90435308,80.00833333
49.31776326,85.00833333
53.91078135,90.00416667
54.00881577,90.00000000
