# This file has been generated by fmt_weather_daily.py
#
# Location: Latitude  43.6097   Longitude 3.9793

# date: date of observation
# par: [W.m-2] average PAR
# rain: [mm] amount of precipitation
# rg: [W.m-2] average global amount of radiation
# rh: [-] relative humidity
# temp: [°C] temperature of atmosphere
# ws: [m.s-1] wind speed
#
date;par;rain;rg;rh;temp;temp_max;temp_min;ws
1999-02-15;32.20;0.24;65.97;75.81;3.12;7.33;0.06;3.70
1999-02-16;55.50;0.21;119.68;81.81;5.66;11.02;1.74;3.44
1999-02-17;55.50;0.23;120.37;77.81;6.29;10.26;3.91;6.01
1999-02-18;67.60;0.25;149.88;81.00;7.58;12.34;4.00;5.52
1999-02-19;48.50;0.29;101.85;80.88;9.21;13.05;6.32;5.19
1999-02-20;29.30;0.65;60.42;82.69;10.34;13.09;8.44;5.95
1999-02-21;58.70;0.84;125.23;81.19;11.78;15.19;8.95;5.16
1999-02-22;56.50;1.08;119.79;71.06;10.16;12.33;6.01;7.86
1999-02-23;56.70;0.19;121.18;70.06;6.34;10.30;3.86;5.32
1999-02-24;37.50;0.42;75.93;87.50;7.62;11.28;3.58;1.67
1999-02-25;82.80;0.00;181.37;76.75;9.48;16.26;4.61;2.84
1999-02-26;82.60;0.02;180.21;82.81;8.37;12.98;4.24;1.94
1999-02-27;36.60;0.05;74.65;90.25;10.02;12.81;8.29;2.66
1999-02-28;62.20;0.05;132.41;82.75;10.27;15.07;6.08;1.73
1999-03-01;79.40;0.01;176.85;67.94;9.63;15.96;3.60;3.34
1999-03-02;68.80;0.05;146.06;78.44;10.73;15.34;7.08;3.91
1999-03-03;45.40;4.81;93.29;90.12;10.26;13.32;6.80;4.48
1999-03-04;44.20;1.85;91.09;79.62;7.59;10.70;5.87;4.88
1999-03-05;57.80;1.11;120.95;77.00;7.47;10.21;5.42;4.73
1999-03-06;60.40;0.67;127.66;73.50;5.87;9.14;3.00;4.76
1999-03-07;70.60;0.54;151.16;71.06;5.87;9.65;2.07;3.04
1999-03-08;57.80;0.12;120.83;81.62;9.70;13.48;5.12;4.20
1999-03-09;37.90;0.54;75.93;87.88;11.52;14.40;8.89;4.59
1999-03-10;38.10;0.07;76.97;91.12;12.43;15.57;10.30;4.04
1999-03-11;50.50;0.11;103.24;90.56;12.98;16.87;10.99;3.32
1999-03-12;42.80;0.05;86.34;91.62;12.12;15.19;9.99;3.40
1999-03-13;60.50;0.03;125.93;86.69;12.02;15.40;9.06;2.09
1999-03-14;62.50;0.00;129.98;76.88;12.76;17.25;8.33;2.27
1999-03-15;93.20;0.00;200.12;68.88;14.49;18.83;11.07;2.74
1999-03-16;96.40;0.00;209.95;64.75;14.25;19.73;10.43;4.55
1999-03-17;71.60;0.00;152.31;63.88;12.08;16.89;7.77;2.88
1999-03-18;87.90;0.00;189.58;60.44;10.85;17.26;4.40;3.28
1999-03-19;81.90;0.04;174.77;60.94;10.92;16.03;6.81;5.66
1999-03-20;97.30;0.00;212.15;61.31;9.69;15.67;5.22;4.91
1999-03-21;103.20;0.08;225.69;63.94;10.22;17.07;3.51;3.55
1999-03-22;74.50;0.19;156.37;70.00;9.83;13.78;6.63;5.91
1999-03-23;100.90;0.02;219.56;70.25;10.91;17.14;5.64;3.76
1999-03-24;91.70;2.21;201.16;76.38;10.85;15.62;5.19;4.40
1999-03-25;25.40;15.56;48.84;93.81;12.50;13.47;11.06;6.12
1999-03-26;42.50;6.34;85.30;82.50;11.01;13.82;8.47;4.41
1999-03-27;76.50;1.36;161.00;69.88;9.26;13.61;5.19;5.15
1999-03-28;60.80;0.42;125.23;67.12;9.92;14.15;6.83;5.73
1999-03-29;111.70;0.00;248.15;66.69;10.98;17.55;5.27;3.62
1999-03-30;114.90;0.00;254.75;65.12;12.23;18.39;6.07;2.39
1999-03-31;115.30;0.01;252.43;70.56;12.61;18.06;8.34;1.93
1999-04-01;84.40;0.05;178.47;88.31;12.42;15.99;9.53;3.68
1999-04-02;108.30;0.03;233.45;74.81;14.67;19.64;10.86;2.59
1999-04-03;78.80;0.01;162.38;72.69;14.78;19.61;10.06;3.98
1999-04-04;120.20;0.02;259.61;69.12;16.07;22.44;11.22;2.99
1999-04-05;112.30;0.00;241.67;59.69;16.87;24.30;10.06;1.82
1999-04-06;110.20;0.01;238.66;68.69;15.92;21.23;12.51;1.80
1999-04-07;85.20;1.28;179.05;70.69;13.33;16.58;10.47;6.27
1999-04-08;106.90;0.21;230.56;59.06;12.57;16.87;8.99;7.71
1999-04-09;114.70;0.00;252.31;59.19;13.65;18.91;9.70;4.30
1999-04-10;120.90;0.01;264.58;62.50;14.05;20.40;8.10;4.46
1999-04-11;113.20;0.17;243.63;64.31;12.83;16.23;9.46;6.47
1999-04-12;41.80;1.24;82.29;74.44;11.28;14.48;8.16;5.56
1999-04-13;111.70;0.49;239.70;64.00;11.64;15.36;8.42;7.39
1999-04-14;92.80;0.39;195.60;75.56;10.96;14.90;6.90;4.24
1999-04-15;44.60;2.92;88.89;66.06;8.37;10.72;5.83;4.12
1999-04-16;122.30;0.01;264.58;63.06;9.89;15.27;4.80;3.45
1999-04-17;94.20;1.40;198.26;75.06;10.28;14.63;7.70;4.31
1999-04-18;118.40;0.45;258.33;66.31;10.42;14.34;6.53;5.64
1999-04-19;94.20;0.29;196.76;71.88;12.51;17.49;7.49;3.12
1999-04-20;65.20;1.04;132.18;84.06;13.30;16.79;9.86;2.64
1999-04-21;74.00;2.03;151.50;78.25;14.87;19.85;10.36;1.34
1999-04-22;76.70;15.34;160.30;74.38;12.63;16.73;8.26;2.15
1999-04-23;50.60;6.52;102.43;78.12;11.65;14.82;8.15;3.15
1999-04-24;126.60;0.12;278.36;65.12;12.17;17.09;7.82;5.20
1999-04-25;118.40;0.17;251.62;71.94;11.71;16.43;6.62;2.42
1999-04-26;41.20;21.94;80.32;89.38;12.90;15.17;10.70;4.35
1999-04-27;88.00;2.06;183.68;82.38;13.17;17.23;9.58;3.24
1999-04-28;121.80;0.08;259.49;67.75;16.12;20.53;10.79;5.94
1999-04-29;98.30;0.76;205.32;79.12;15.25;18.14;11.43;4.37
1999-04-30;126.00;0.05;270.25;80.50;15.02;19.99;11.14;1.75
1999-05-01;119.30;0.01;253.70;76.62;15.05;19.44;10.08;1.48
1999-05-02;100.20;1.01;207.99;71.31;16.40;20.72;12.09;2.56
1999-05-03;20.90;47.46;38.08;87.12;15.37;18.01;13.57;2.84
1999-05-04;27.00;16.61;51.27;87.19;16.23;20.27;14.15;2.96
1999-05-05;110.70;0.11;229.75;75.81;17.58;21.69;13.51;2.28
1999-05-06;141.90;0.06;303.36;76.56;17.44;22.76;13.16;2.35
1999-05-07;45.90;0.32;88.66;88.12;16.34;19.56;13.53;4.46
1999-05-08;84.30;2.59;171.06;81.06;16.86;20.20;13.81;1.05
1999-05-09;149.70;0.01;320.72;76.38;15.98;20.80;11.68;2.21
1999-05-10;64.60;0.19;127.55;86.81;15.53;18.83;12.66;2.32
1999-05-11;102.30;0.01;212.38;85.00;16.97;20.94;13.34;1.25
1999-05-12;133.10;0.01;278.12;78.75;19.30;23.83;14.84;1.59
1999-05-13;135.10;0.06;282.64;75.56;19.75;25.33;15.09;1.62
1999-05-14;126.00;0.48;263.19;75.81;19.67;24.26;15.96;2.09
1999-05-15;108.40;0.75;220.25;70.31;18.30;22.97;14.08;2.37
1999-05-16;130.90;0.03;277.43;64.00;18.12;23.34;12.53;2.44
1999-05-17;11.50;23.64;19.44;92.56;16.69;18.39;14.88;5.55
1999-05-18;106.90;4.84;221.88;83.81;16.76;19.84;14.51;4.56
1999-05-19;123.90;4.38;258.68;76.94;16.76;20.25;13.95;2.38
1999-05-20;73.50;1.63;147.57;74.25;15.30;19.06;12.19;5.62
1999-05-21;85.30;0.75;170.95;72.69;15.80;18.97;12.69;7.67
1999-05-22;109.80;0.04;225.35;68.94;17.20;20.86;13.76;6.45
1999-05-23;151.20;0.00;321.30;66.12;18.47;23.85;13.08;2.48
1999-05-24;156.80;0.00;335.88;69.62;17.74;22.75;12.48;1.75
1999-05-25;146.80;0.02;314.93;70.62;19.69;25.49;14.40;1.36
1999-05-26;150.20;0.55;325.35;72.94;19.91;25.54;15.38;2.02
1999-05-27;109.60;0.09;226.85;80.44;18.17;22.10;15.20;2.89
1999-05-28;138.00;0.03;287.15;74.75;19.15;23.59;15.10;2.17
1999-05-29;134.60;0.01;283.56;77.56;19.40;24.30;14.86;2.80
1999-05-30;141.90;0.00;300.00;80.38;19.49;23.31;15.33;2.06
1999-05-31;96.90;0.00;196.88;73.94;20.39;23.56;16.51;1.36
1999-06-01;137.30;0.05;289.24;71.56;20.82;25.53;16.55;1.39
1999-06-02;120.80;0.39;248.73;76.69;20.83;25.44;16.78;2.42
1999-06-03;156.80;0.99;334.03;64.88;20.27;25.16;15.08;3.14
1999-06-04;132.60;0.63;272.45;63.94;18.37;22.69;13.53;4.38
1999-06-05;139.00;1.22;292.25;72.50;19.22;24.05;14.19;2.33
1999-06-06;88.20;6.06;176.74;67.31;17.22;22.06;13.26;3.25
1999-06-07;81.70;0.80;164.35;65.25;18.60;23.83;12.85;2.57
1999-06-08;156.80;0.01;330.67;60.44;17.93;22.80;13.10;4.54
1999-06-09;163.70;0.01;345.60;53.06;19.44;26.21;11.94;2.01
1999-06-10;101.20;1.11;204.17;65.75;19.94;25.13;15.40;1.98
1999-06-11;153.80;0.00;327.31;58.38;20.90;26.32;15.02;3.09
1999-06-12;157.00;0.00;333.10;59.50;21.26;26.78;15.44;2.26
1999-06-13;129.90;0.04;269.21;60.44;21.25;26.12;16.48;3.21
1999-06-14;132.40;0.01;276.16;58.25;19.55;24.36;15.20;3.97
1999-06-15;136.40;0.01;280.79;60.69;21.05;26.38;14.89;3.70
1999-06-16;156.70;0.00;330.09;55.75;22.33;28.40;16.83;2.10
1999-06-17;123.10;0.00;253.24;60.19;22.12;26.13;17.51;2.64
1999-06-18;160.00;0.00;339.35;54.69;23.44;28.80;18.45;4.44
1999-06-19;169.00;0.00;353.94;48.75;21.50;27.29;15.77;4.38
1999-06-20;114.40;0.00;234.14;55.69;21.26;26.99;15.23;4.90
1999-06-21;146.50;0.07;299.07;55.62;20.16;24.51;15.11;6.41
1999-06-22;169.60;0.00;355.56;48.19;19.25;25.60;13.19;3.91
1999-06-23;164.90;0.00;345.49;49.69;19.89;27.09;12.99;2.57
1999-06-24;169.20;0.00;353.24;55.50;20.78;27.30;14.55;2.05
1999-06-25;143.20;1.50;298.15;64.19;20.58;25.58;15.55;2.34
1999-06-26;63.20;0.38;122.69;76.38;20.26;23.67;16.93;1.98
1999-06-27;113.50;2.65;230.09;77.19;20.03;23.48;16.53;2.00
1999-06-28;157.20;0.01;327.20;57.88;20.25;25.90;14.49;2.99
1999-06-29;143.90;0.12;296.64;61.56;21.63;27.54;16.80;1.95
1999-06-30;161.30;0.00;334.72;58.56;22.83;27.55;18.33;4.30
1999-07-01;170.00;0.00;355.56;53.00;24.28;32.67;16.98;2.23
1999-07-02;157.50;0.02;325.93;66.06;23.37;27.87;19.21;2.63
1999-07-03;159.20;0.01;330.90;66.19;23.21;27.72;19.07;1.82
1999-07-04;159.70;0.01;331.60;66.88;23.17;27.82;18.17;2.66
1999-07-05;113.90;2.18;228.82;66.38;24.06;28.27;19.66;1.91
1999-07-06;141.80;0.35;290.05;56.75;22.37;26.80;17.59;4.88
1999-07-07;131.50;0.00;272.34;54.88;23.44;28.80;17.28;5.23
1999-07-08;160.60;0.00;336.00;47.88;24.42;29.75;19.50;5.09
1999-07-09;159.90;0.00;332.64;46.38;25.04;30.69;19.18;3.25
1999-07-10;152.80;0.00;317.71;50.75;24.48;30.05;18.70;2.28
1999-07-11;125.80;0.06;254.86;61.31;23.59;27.48;19.78;1.82
1999-07-12;155.40;0.11;322.34;59.81;23.73;27.94;18.76;1.70
1999-07-13;140.00;0.90;287.15;46.75;25.33;31.19;19.08;2.98
1999-07-14;145.50;0.78;296.18;56.88;23.48;27.98;19.28;5.92
1999-07-15;157.80;0.00;325.69;52.56;24.12;29.68;18.24;4.50
1999-07-16;163.00;0.00;346.06;48.12;25.45;32.57;18.40;2.56
1999-07-17;153.60;0.00;327.20;53.75;24.60;29.39;19.48;2.34
1999-07-18;155.40;0.01;323.73;61.56;24.12;29.11;19.30;1.90
1999-07-19;106.30;0.19;212.15;71.12;23.49;27.09;19.24;2.02
1999-07-20;150.30;0.01;307.52;63.75;25.12;30.37;19.98;1.93
1999-07-21;142.00;0.00;289.81;54.25;26.64;32.31;21.48;3.04
1999-07-22;151.10;0.00;324.07;44.75;23.90;28.26;19.04;5.33
1999-07-23;158.70;0.00;331.83;42.56;22.76;28.96;17.00;5.76
1999-07-24;156.80;0.00;329.05;46.25;22.15;29.32;15.21;3.46
1999-07-25;156.30;0.00;326.97;55.19;23.05;29.18;17.74;2.59
1999-07-26;151.30;0.02;316.55;73.06;23.31;28.73;18.02;2.07
1999-07-27;85.80;2.63;171.53;76.69;22.34;25.72;19.48;2.40
1999-07-28;131.90;1.03;271.41;58.88;24.30;29.98;18.15;1.52
1999-07-29;116.60;3.34;236.23;59.50;25.21;30.00;20.52;2.51
1999-07-30;118.30;1.18;242.25;55.12;24.85;29.24;20.56;2.29
1999-07-31;88.70;0.70;177.89;54.88;24.08;27.72;20.12;2.30
1999-08-01;115.20;0.73;232.87;66.62;23.51;28.56;18.76;1.75
1999-08-02;141.90;5.40;293.87;77.12;23.44;27.90;19.43;1.98
1999-08-03;129.70;9.26;267.59;83.06;23.30;27.20;20.84;1.62
1999-08-04;93.50;1.18;186.69;83.25;23.56;26.53;21.01;3.26
1999-08-05;100.10;2.08;200.46;83.31;24.28;27.78;21.42;2.25
1999-08-06;71.20;23.34;139.47;84.94;23.85;26.82;21.25;3.13
1999-08-07;124.00;4.09;254.75;82.25;23.54;27.44;20.27;2.21
1999-08-08;119.10;3.28;245.25;77.06;24.71;28.67;21.19;1.99
1999-08-09;105.50;2.22;211.69;76.19;24.65;28.68;20.55;2.10
1999-08-10;137.60;0.07;288.66;59.62;23.44;28.11;19.08;5.27
1999-08-11;136.10;0.00;287.85;55.06;22.90;28.44;18.04;4.02
1999-08-12;107.80;0.19;218.29;54.75;22.18;27.87;18.09;3.30
1999-08-13;139.30;0.00;292.36;53.94;22.31;28.27;16.29;3.04
1999-08-14;137.20;0.00;285.07;58.75;22.91;27.89;17.21;2.94
1999-08-15;126.90;0.06;261.11;68.25;23.59;28.91;18.71;2.91
1999-08-16;73.70;0.44;144.79;76.12;23.89;28.05;20.27;2.78
1999-08-17;106.00;0.00;215.86;62.62;23.23;28.05;17.81;2.21
1999-08-18;107.40;0.01;219.21;65.25;23.79;28.74;19.73;2.02
1999-08-19;93.80;4.29;186.34;59.56;23.11;28.08;18.12;2.20
1999-08-20;133.60;0.03;276.85;54.56;23.83;30.43;18.87;3.45
1999-08-21;133.60;0.00;278.94;49.56;23.68;31.53;16.84;2.30
1999-08-22;131.60;0.00;273.84;53.31;23.91;30.99;17.77;2.27
1999-08-23;126.80;0.01;262.38;69.25;23.87;28.55;19.96;1.86
1999-08-24;89.10;0.06;179.86;82.88;23.14;26.69;20.34;2.58
1999-08-25;93.30;0.11;185.30;78.44;23.48;27.19;20.84;2.80
1999-08-26;43.50;1.13;83.80;86.56;22.38;24.06;20.83;1.45
1999-08-27;121.70;0.06;251.97;68.38;24.43;30.16;19.36;1.80
1999-08-28;87.70;3.13;176.85;65.75;25.22;30.94;21.54;1.91
1999-08-29;108.30;3.89;223.61;61.62;23.37;28.03;19.26;3.18
1999-08-30;114.90;0.00;236.57;53.00;23.20;29.54;17.44;2.45
1999-08-31;124.60;0.00;262.96;51.81;24.01;31.15;17.65;2.08
1999-09-01;127.20;0.00;267.71;51.69;24.30;31.37;18.30;2.09
1999-09-02;126.00;0.00;262.85;54.56;24.86;32.41;18.72;2.47
1999-09-03;17.20;9.13;30.56;86.62;19.91;21.16;16.79;4.27
1999-09-04;103.30;0.00;211.00;68.25;20.14;25.26;15.47;2.31
1999-09-05;24.40;7.31;43.98;82.19;20.19;22.55;16.62;3.38
1999-09-06;39.10;20.74;73.15;88.00;20.23;22.01;17.74;2.86
1999-09-07;113.60;2.39;237.15;68.81;22.05;28.16;16.62;2.57
1999-09-08;117.10;0.00;245.72;63.19;22.33;27.79;17.73;2.29
1999-09-09;115.10;0.07;240.05;54.62;23.63;29.73;17.84;1.68
1999-09-10;109.70;0.00;226.62;65.69;23.10;27.65;19.36;2.01
1999-09-11;114.10;0.01;237.85;70.56;22.62;27.71;17.72;1.92
1999-09-12;112.50;0.00;235.76;62.69;23.01;28.07;18.70;1.59
1999-09-13;106.20;0.27;220.60;81.00;21.81;26.02;18.24;2.63
1999-09-14;43.60;13.12;83.56;91.44;21.06;22.64;19.93;2.22
1999-09-15;20.40;26.25;36.92;82.38;20.13;23.14;17.23;3.81
1999-09-16;110.80;0.22;231.48;65.69;19.83;25.80;14.99;2.73
1999-09-17;99.50;0.57;206.13;64.56;20.34;26.03;15.90;2.82
1999-09-18;86.80;0.04;178.47;69.38;19.47;23.69;14.90;2.95
1999-09-19;18.30;20.16;33.45;87.06;20.89;23.17;18.94;7.60
1999-09-20;85.30;0.76;175.00;67.12;17.92;21.80;13.28;2.60
1999-09-21;95.00;0.03;196.99;71.19;18.60;21.80;14.83;2.37
1999-09-22;54.20;0.26;107.75;88.00;21.37;24.18;18.37;5.34
1999-09-23;54.50;0.64;108.45;88.31;21.90;24.98;19.69;3.70
1999-09-24;59.40;0.52;117.48;90.12;22.11;25.15;20.33;3.30
1999-09-25;40.00;3.48;77.89;90.75;21.66;24.07;20.15;3.09
1999-09-26;67.20;0.11;136.57;69.00;19.88;23.91;16.37;2.67
1999-09-27;52.20;0.41;104.05;74.69;19.40;23.29;15.51;2.38
1999-09-28;71.10;0.04;144.91;70.25;19.48;24.30;15.90;3.36
1999-09-29;94.90;0.05;197.80;78.06;19.21;24.42;14.26;2.01
1999-09-30;41.90;1.22;84.38;76.81;18.88;21.84;15.88;5.16
1999-10-01;64.70;0.10;129.51;69.88;17.85;22.81;15.05;4.73
1999-10-02;58.20;0.11;118.17;78.81;18.29;21.94;13.80;2.42
1999-10-03;20.60;0.42;38.08;73.62;17.47;20.75;12.45;4.91
1999-10-04;71.10;0.11;148.61;68.00;14.39;19.26;10.23;5.23
1999-10-05;88.40;0.05;192.36;59.81;12.91;18.83;8.44;4.52
1999-10-06;87.30;0.19;188.43;61.19;13.29;19.26;8.93;4.64
1999-10-07;85.20;0.00;180.21;60.62;14.03;19.39;8.55;2.41
1999-10-08;84.20;0.01;181.02;55.12;15.20;21.86;9.58;2.30
1999-10-09;82.20;0.00;175.81;67.00;16.25;23.26;11.52;2.91
1999-10-10;82.20;0.01;175.46;64.69;16.21;22.31;10.20;1.89
1999-10-11;78.30;0.05;165.74;69.06;16.23;21.69;12.14;1.59
1999-10-12;48.10;0.70;97.69;84.44;16.04;19.79;11.29;2.41
1999-10-13;5.50;13.87;8.91;90.00;17.26;18.74;16.45;4.00
1999-10-14;35.10;6.45;69.44;88.50;16.56;18.39;15.19;2.99
1999-10-15;67.50;0.19;140.62;80.06;17.41;22.51;13.94;2.15
1999-10-16;77.30;0.01;164.70;71.44;15.76;21.10;11.19;1.64
1999-10-17;13.30;4.79;23.84;88.56;16.28;19.98;11.75;3.64
1999-10-18;17.70;29.63;33.45;88.44;16.51;18.76;12.74;3.55
1999-10-19;37.10;2.43;74.31;82.62;14.62;18.02;12.14;2.34
1999-10-20;8.50;31.36;15.28;93.31;16.71;18.09;13.83;6.64
1999-10-21;49.70;2.44;103.12;81.44;16.44;19.50;13.52;3.44
1999-10-22;17.50;1.68;33.56;94.56;16.76;19.52;13.25;4.74
1999-10-23;69.10;0.13;148.61;82.88;16.30;20.44;13.00;2.22
1999-10-24;8.20;1.41;15.05;91.69;17.90;19.72;15.30;6.45
1999-10-25;64.10;0.28;137.62;84.06;16.76;19.98;14.19;2.73
1999-10-26;41.80;0.08;86.34;89.88;15.97;18.70;13.90;1.66
1999-10-27;61.40;0.03;131.94;76.31;16.30;20.85;12.56;2.49
1999-10-28;38.60;0.01;78.70;78.62;15.73;19.40;12.96;1.52
1999-10-29;29.20;0.21;58.10;93.94;15.19;18.55;12.07;2.19
1999-10-30;21.40;0.60;41.55;94.69;17.62;20.31;15.65;3.52
1999-10-31;64.40;0.00;135.65;74.75;16.44;21.08;13.40;2.15
1999-11-01;31.30;0.13;63.89;90.75;15.82;19.41;12.01;3.39
1999-11-02;14.20;3.34;26.85;93.25;17.21;19.35;13.71;4.50
1999-11-03;53.30;0.40;114.35;69.44;12.55;16.73;8.90;4.92
1999-11-04;60.50;0.04;134.49;67.94;12.05;16.85;7.88;1.78
1999-11-05;36.30;0.02;75.69;77.62;12.61;15.73;9.15;1.66
1999-11-06;44.60;0.66;95.37;76.00;12.02;14.94;8.80;5.33
1999-11-07;55.70;0.00;122.11;61.88;9.98;14.13;7.83;7.90
1999-11-08;57.40;0.00;124.54;64.19;10.18;15.92;6.46;5.84
1999-11-09;52.10;0.05;112.85;71.50;11.12;16.42;7.62;5.75
1999-11-10;34.40;0.09;71.41;70.00;10.02;14.67;7.08;5.84
1999-11-11;31.00;5.42;65.28;76.88;8.77;12.81;5.94;4.05
1999-11-12;1.80;78.71;2.78;90.38;12.55;14.75;9.85;8.91
1999-11-13;1.50;61.00;2.43;91.94;13.16;14.58;11.37;7.34
1999-11-14;16.40;3.30;33.45;84.94;11.87;14.27;10.05;3.52
1999-11-15;48.40;0.22;106.25;77.75;8.99;13.60;4.23;4.78
1999-11-16;45.00;0.43;98.96;73.12;5.25;9.59;2.40;4.20
1999-11-17;35.90;0.27;77.89;80.06;5.21;8.85;2.26;6.01
1999-11-18;15.10;3.27;29.98;83.88;7.55;11.57;2.53;5.98
1999-11-19;35.60;1.11;78.01;76.19;5.26;8.19;3.12;6.28
1999-11-20;31.50;0.64;68.29;76.69;3.32;6.32;0.45;3.41
1999-11-21;33.60;0.47;73.26;78.56;2.01;5.62;-0.10;3.10
1999-11-22;45.00;0.00;101.39;72.12;1.81;5.60;-0.13;5.71
1999-11-23;41.90;0.01;92.48;82.44;4.90;10.71;0.32;5.11
1999-11-24;49.00;0.00;110.19;80.44;6.21;12.01;3.26;4.26
1999-11-25;48.30;0.00;108.45;76.38;5.90;11.03;2.78;3.70
1999-11-26;36.10;0.15;79.98;90.25;6.79;12.30;2.03;2.68
1999-11-27;29.20;0.31;64.00;91.62;8.90;12.69;6.59;2.12
1999-11-28;20.40;0.03;43.75;93.69;9.49;13.08;6.77;3.52
1999-11-29;31.10;0.00;67.82;92.00;9.38;13.29;6.50;3.24
1999-11-30;44.60;0.05;98.15;67.12;8.94;13.18;5.52;2.34
1999-12-01;29.50;0.09;62.96;78.56;8.58;14.68;5.41;2.80
1999-12-02;40.80;0.03;91.32;86.56;8.30;14.31;5.12;4.17
1999-12-03;35.30;0.00;76.85;81.94;8.06;12.38;4.11;1.75
1999-12-04;23.40;0.21;49.42;92.88;6.62;9.05;3.62;2.75
1999-12-05;41.70;0.02;94.56;74.25;5.86;9.55;2.63;5.26
1999-12-06;41.30;0.00;91.20;68.06;5.22;9.79;1.28;3.27
1999-12-07;42.50;0.01;94.56;75.25;6.97;11.96;4.44;1.90
1999-12-08;37.30;0.05;81.37;93.38;7.38;11.30;3.92;2.05
1999-12-09;18.70;2.53;38.54;90.88;9.49;12.11;7.24;2.84
1999-12-10;32.10;0.20;72.45;83.81;7.20;9.74;5.53;5.33
1999-12-11;13.70;1.25;27.66;89.06;9.05;12.56;4.70;3.52
1999-12-12;21.40;0.63;45.14;84.12;9.80;13.54;7.19;4.16
1999-12-13;25.60;0.36;55.09;86.75;7.53;10.58;5.08;3.31
1999-12-14;12.80;2.14;25.69;86.81;8.44;11.46;6.83;1.39
1999-12-15;24.20;0.51;52.55;77.06;5.76;9.03;2.37;4.49
