Seq_ID,ML_pred,blast_pred,merci_pred,total_pred
E530,0.55,0.5,0.0,1.05
E129,0.63,0.5,0.0,1.13
NE803,0.34,0.0,0.0,0.34
E555,0.56,0.5,0.0,1.06
NE1156,0.41,0.0,0.0,0.41
E242,0.66,0.5,0.5,1.6600000000000001
NE1091,0.42,0.0,0.0,0.42
NE367,0.25,0.0,0.0,0.25
E537,0.69,0.5,0.0,1.19
