algorithm,id_file,original_size,n,m,resultant_size,chunk_size,overhead,nodes_used,actual_nodes_utilization
random,9,1048576,10,2,5242890,524289,500.0009536743164,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4.3928632736206055, 3.892862319946289, 4.3928632736206055, 5.392864227294922, 5.392864227294922, 2.0595273971557617, 3.9166717529296875, 2.0595273971557617, 4.0595293045043945, 3.392862319946289]"
hdfs,0,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[1.0000419616699219, 1.0000419616699219, 1.0000419616699219]"
hdfs,1,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[2.0000839233398438, 2.0000839233398438, 2.0000839233398438]"
hdfs,2,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[3.0001258850097656, 3.0001258850097656, 3.0001258850097656]"
hdfs,3,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[4.0001678466796875, 4.0001678466796875, 4.0001678466796875]"
hdfs,4,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[5.000209808349609, 5.000209808349609, 5.000209808349609]"
hdfs,5,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[6.000251770019531, 6.000251770019531, 6.000251770019531]"
hdfs,6,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[7.000293731689453, 7.000293731689453, 7.000293731689453]"
hdfs,7,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[8.000335693359375, 8.000335693359375, 8.000335693359375]"
hdfs,8,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[9.000377655029297, 9.000377655029297, 9.000377655029297]"
hdfs,9,1048576,3,1,3145728,1048620,300.0,"[0, 1, 9]","[10.000419616699219, 10.000419616699219, 10.000419616699219]"
alg2_reduced_complexity,0,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.14285755157470703, 0.14285755157470703, 0.14285755157470703, 0.14285755157470703, 0.14285755157470703, 0.14285755157470703, 0.14285755157470703, 0.14285755157470703]"
alg2_reduced_complexity,1,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.28571510314941406, 0.28571510314941406, 0.28571510314941406, 0.28571510314941406, 0.28571510314941406, 0.28571510314941406, 0.28571510314941406, 0.28571510314941406]"
alg2_reduced_complexity,2,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.4285726547241211, 0.4285726547241211, 0.4285726547241211, 0.4285726547241211, 0.4285726547241211, 0.4285726547241211, 0.4285726547241211, 0.4285726547241211]"
alg2_reduced_complexity,3,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.5714302062988281, 0.5714302062988281, 0.5714302062988281, 0.5714302062988281, 0.5714302062988281, 0.5714302062988281, 0.5714302062988281, 0.5714302062988281]"
alg2_reduced_complexity,4,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.7142877578735352, 0.7142877578735352, 0.7142877578735352, 0.7142877578735352, 0.7142877578735352, 0.7142877578735352, 0.7142877578735352, 0.7142877578735352]"
alg2_reduced_complexity,5,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.8571453094482422, 0.8571453094482422, 0.8571453094482422, 0.8571453094482422, 0.8571453094482422, 0.8571453094482422, 0.8571453094482422, 0.8571453094482422]"
alg2_reduced_complexity,6,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[1.0000028610229492, 1.0000028610229492, 1.0000028610229492, 1.0000028610229492, 1.0000028610229492, 1.0000028610229492, 1.0000028610229492, 1.0000028610229492]"
alg2_reduced_complexity,7,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[1.1428604125976562, 1.1428604125976562, 1.1428604125976562, 1.1428604125976562, 1.1428604125976562, 1.1428604125976562, 1.1428604125976562, 1.1428604125976562]"
alg2_reduced_complexity,8,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[1.2857179641723633, 1.2857179641723633, 1.2857179641723633, 1.2857179641723633, 1.2857179641723633, 1.2857179641723633, 1.2857179641723633, 1.2857179641723633]"
alg2_reduced_complexity,9,1048576,8,7,1198376,149797,114.28604125976562,"[0, 1, 2, 3, 4, 5, 6, 7]","[1.4285755157470703, 1.4285755157470703, 1.4285755157470703, 1.4285755157470703, 1.4285755157470703, 1.4285755157470703, 1.4285755157470703, 1.4285755157470703]"
alg3_reduced_complexity,0,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578]"
alg3_reduced_complexity,1,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156]"
alg3_reduced_complexity,2,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734]"
alg3_reduced_complexity,3,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031]"
alg3_reduced_complexity,4,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789]"
alg3_reduced_complexity,5,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547]"
alg3_reduced_complexity,6,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305]"
alg3_reduced_complexity,7,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062]"
alg3_reduced_complexity,8,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582]"
alg3_reduced_complexity,9,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578]"
alg4_reduced_complexity,0,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578, 0.11111164093017578]"
alg4_reduced_complexity,1,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156, 0.22222328186035156]"
alg4_reduced_complexity,2,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734, 0.33333492279052734]"
alg4_reduced_complexity,3,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031, 0.4444465637207031]"
alg4_reduced_complexity,4,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789, 0.5555582046508789]"
alg4_reduced_complexity,5,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547, 0.6666698455810547]"
alg4_reduced_complexity,6,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305, 0.7777814865112305]"
alg4_reduced_complexity,7,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062, 0.8888931274414062]"
alg4_reduced_complexity,8,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582, 1.000004768371582]"
alg4_reduced_complexity,9,1048576,10,9,1165090,116509,111.11164093017578,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578, 1.1111164093017578]"
hdfsrs_3_2,0,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[0.8333749771118164, 0.8333749771118164]"
hdfsrs_3_2,1,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[1.6667499542236328, 1.6667499542236328]"
hdfsrs_3_2,2,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[2.500124931335449, 2.500124931335449]"
hdfsrs_3_2,3,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[3.3334999084472656, 3.3334999084472656]"
hdfsrs_3_2,4,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[4.166874885559082, 4.166874885559082]"
hdfsrs_3_2,5,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[5.000249862670898, 5.000249862670898]"
hdfsrs_3_2,6,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[5.833624839782715, 5.833624839782715]"
hdfsrs_3_2,7,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[6.666999816894531, 6.666999816894531]"
hdfsrs_3_2,8,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[7.500374794006348, 7.500374794006348]"
hdfsrs_3_2,9,1048576,2,1.2,1747626,873857,166.6666030883789,"[1, 9]","[8.333749771118164, 8.333749771118164]"
