alibabacloud_gateway_spi_py2<1.0.0,>=0.0.1
alibabacloud_credentials_py2<1.0.0,>=0.1.1
alibabacloud_tea_util_py2<1.0.0,>=0.0.9
alibabacloud_openapi_util_py2<1.0.0,>=0.1.1
alibabacloud_endpoint_util_py2<1.0.0,>=0.0.2
alibabacloud_darabonba_encode_util_py2<1.0.0,>=0.0.2
alibabacloud_darabonba_signature_util_py2<1.0.0,>=0.0.4
alibabacloud_darabonba_string_py2<1.0.0,>=0.0.4
alibabacloud_darabonba_map_py2<1.0.0,>=0.0.2
alibabacloud_darabonba_array_py2<1.0.0,>=0.1.0
