# This file has been generated by fmt_fig8.py
#
# date: datetime (standard local time)
# an: [µmol CO2.m-2.s-1] carbon assimilation
# ppfd: [µmol photon.m-2.s-1] PAR energy
# temp: [°C] leaf temperature
# transpi: [mmol H20.m-2.s-1] transpiration
# vpd: [kPa] vapor pressure deficit
#
date;an;ppfd;temp;transpi;vpd
2009-08-23 00:00:00;-1.40;-2.49;26.60;-0.07;0.12
2009-08-23 00:05:00;-1.37;-2.52;26.60;-0.07;0.12
2009-08-23 00:10:00;-1.34;-2.55;26.60;-0.06;0.12
2009-08-23 00:15:00;-1.31;-2.59;26.60;-0.05;0.12
2009-08-23 00:20:00;-1.28;-2.62;26.60;-0.04;0.12
2009-08-23 00:25:00;-1.24;-2.66;26.60;-0.03;0.12
2009-08-23 00:30:00;-1.21;-2.69;26.60;-0.02;0.12
2009-08-23 00:35:00;-1.18;-2.72;26.60;-0.01;0.12
2009-08-23 00:40:00;-1.15;-2.76;26.60;0.00;0.12
2009-08-23 00:45:00;-1.12;-2.79;26.60;0.01;0.12
2009-08-23 00:50:00;-1.09;-2.83;26.60;0.03;0.12
2009-08-23 00:55:00;-1.06;-2.86;26.60;0.04;0.12
2009-08-23 01:00:00;-1.06;-2.89;26.60;0.03;0.12
2009-08-23 01:05:00;-1.06;-2.93;26.60;0.02;0.12
2009-08-23 01:10:00;-1.05;-2.96;26.60;0.02;0.12
2009-08-23 01:15:00;-1.05;-3.00;26.60;0.01;0.12
2009-08-23 01:20:00;-1.04;-3.03;26.60;0.00;0.12
2009-08-23 01:25:00;-1.04;-3.06;26.60;-0.01;0.12
2009-08-23 01:30:00;-1.03;-3.10;26.60;-0.01;0.12
2009-08-23 01:35:00;-1.03;-3.13;26.60;-0.02;0.12
2009-08-23 01:40:00;-1.02;-3.17;26.60;-0.02;0.12
2009-08-23 01:45:00;-1.02;-3.20;26.60;-0.02;0.12
2009-08-23 01:50:00;-1.01;-3.23;26.60;-0.02;0.12
2009-08-23 01:55:00;-1.01;-3.27;26.60;-0.01;0.12
2009-08-23 02:00:00;-1.01;-3.30;26.60;-0.01;0.12
2009-08-23 02:05:00;-1.01;-3.34;26.60;-0.01;0.12
2009-08-23 02:10:00;-1.01;-3.37;26.60;-0.00;0.12
2009-08-23 02:15:00;-1.01;-3.40;26.60;-0.00;0.12
2009-08-23 02:20:00;-1.01;-3.44;26.60;0.00;0.12
2009-08-23 02:25:00;-1.01;-3.47;26.60;0.01;0.12
2009-08-23 02:30:00;-1.01;-3.51;26.60;0.01;0.12
2009-08-23 02:35:00;-1.01;-3.54;26.60;0.01;0.12
2009-08-23 02:40:00;-1.01;-3.57;26.60;0.01;0.12
2009-08-23 02:45:00;-1.01;-3.61;26.60;0.02;0.12
2009-08-23 02:50:00;-1.01;-3.64;26.60;0.02;0.12
2009-08-23 02:55:00;-1.00;-3.68;26.60;0.02;0.12
2009-08-23 03:00:00;-1.00;-3.71;26.60;0.02;0.12
2009-08-23 03:05:00;-1.00;-3.74;26.60;0.02;0.12
2009-08-23 03:10:00;-1.00;-3.78;26.60;0.03;0.12
2009-08-23 03:15:00;-0.99;-3.81;26.60;0.03;0.12
2009-08-23 03:20:00;-0.99;-3.85;26.60;0.03;0.12
2009-08-23 03:25:00;-0.99;-3.88;26.60;0.03;0.12
2009-08-23 03:30:00;-0.99;-3.91;26.60;0.03;0.12
2009-08-23 03:35:00;-0.98;-3.95;26.60;0.04;0.12
2009-08-23 03:40:00;-0.98;-3.98;26.60;0.04;0.12
2009-08-23 03:45:00;-0.98;-4.02;26.60;0.04;0.12
2009-08-23 03:50:00;-0.98;-4.05;26.60;0.04;0.12
2009-08-23 03:55:00;-0.98;-4.08;26.60;0.04;0.12
2009-08-23 04:00:00;-0.98;-4.12;26.60;0.04;0.12
2009-08-23 04:05:00;-0.99;-4.15;26.60;0.04;0.12
2009-08-23 04:10:00;-1.00;-4.19;26.60;0.04;0.12
2009-08-23 04:15:00;-1.01;-4.22;26.60;0.04;0.12
2009-08-23 04:20:00;-1.02;-4.25;26.60;0.04;0.12
2009-08-23 04:25:00;-1.02;-4.29;26.60;0.04;0.12
2009-08-23 04:30:00;-1.03;-4.32;26.60;0.04;0.12
2009-08-23 04:35:00;-1.04;-4.36;26.60;0.04;0.12
2009-08-23 04:40:00;-1.04;-4.39;26.60;0.04;0.12
2009-08-23 04:45:00;-1.04;-4.42;26.60;0.04;0.12
2009-08-23 04:50:00;-1.04;-4.46;26.60;0.04;0.12
2009-08-23 04:55:00;-1.04;-4.49;26.60;0.03;0.12
2009-08-23 05:00:00;-1.04;-4.53;26.60;0.02;0.12
2009-08-23 05:05:00;-1.04;-4.56;26.60;0.01;0.12
2009-08-23 05:10:00;-1.04;-4.59;26.60;0.01;0.12
2009-08-23 05:15:00;-1.06;-4.63;26.60;-0.00;0.12
2009-08-23 05:20:00;-1.08;-4.66;26.60;-0.01;0.12
2009-08-23 05:25:00;-1.11;-4.70;26.60;-0.02;0.12
2009-08-23 05:30:00;-1.13;-4.73;26.60;-0.03;0.12
2009-08-23 05:35:00;-1.16;-4.76;26.60;-0.03;0.12
2009-08-23 05:40:00;-1.18;-4.80;26.60;-0.04;0.12
2009-08-23 05:45:00;-1.21;-4.83;26.60;-0.05;0.12
2009-08-23 05:50:00;-1.23;-4.87;26.60;-0.05;0.12
2009-08-23 05:55:00;-1.26;-4.90;26.60;-0.05;0.12
2009-08-23 06:00:00;-1.28;-4.93;26.60;-0.04;0.12
2009-08-23 06:05:00;-1.31;-4.97;26.60;-0.04;0.12
2009-08-23 06:10:00;-1.25;-5.00;26.60;-0.04;0.12
2009-08-23 06:15:00;-1.19;-5.04;26.60;-0.03;0.12
2009-08-23 06:20:00;-1.14;-5.07;26.60;-0.03;0.12
2009-08-23 06:25:00;-1.08;-5.10;26.60;-0.02;0.12
2009-08-23 06:30:00;-1.02;-5.14;26.60;-0.02;0.12
2009-08-23 06:35:00;-0.96;-5.17;26.60;-0.02;0.12
2009-08-23 06:40:00;-0.91;-5.21;26.60;-0.01;0.12
2009-08-23 06:45:00;-0.80;-5.24;26.60;-0.01;0.12
2009-08-23 06:50:00;-0.67;-1.05;26.60;-0.00;0.12
2009-08-23 06:55:00;-0.54;8.51;26.60;0.00;0.12
2009-08-23 07:00:00;-0.41;18.07;26.60;0.01;0.12
2009-08-23 07:05:00;-0.28;27.63;26.60;0.01;0.12
2009-08-23 07:10:00;-0.15;37.19;26.60;0.01;0.12
2009-08-23 07:15:00;-0.01;46.75;26.60;0.03;0.12
2009-08-23 07:20:00;0.12;56.31;26.60;0.07;0.12
2009-08-23 07:25:00;0.25;65.87;26.60;0.10;0.12
