Seq_ID,ML_pred,blast_pred,merci_pred,total_pred,class
E530,0.55,0.5,0.0,1.05,exosomal
E129,0.63,0.5,0.0,1.13,exosomal
NE803,0.34,0.0,0.0,0.34,non-exosomal
E555,0.56,0.5,0.0,1.06,exosomal
NE1156,0.41,0.0,0.0,0.41,non-exosomal
E242,0.66,0.5,0.5,1.6600000000000001,exosomal
NE1091,0.42,0.0,0.0,0.42,non-exosomal
NE367,0.25,0.0,0.0,0.25,non-exosomal
E537,0.69,0.5,0.0,1.19,exosomal
